task_id,code_of_stage,date_time_send,next_stage
395603,stage2,2023-07-10 - 09:19,stage3
395603,stage3,2023-08-11 - 14:51,Rejected
395603,stage1,2023-07-12 - 09:21,stage2
395603,stage2,2023-07-19 - 10:28,stage3
395603,stage3,2023-08-31 - 13:40,Rejected
395603,stage1,2023-08-20 - 08:29,stage2
395603,stage2,2023-09-08 - 08:48,stage3
395603,stage3,2023-08-13 - 08:22,stage4
395603,stage4,2023-10-03 - 18:42,stage5
395603,stage5,2023-09-28 - 19:06,stage6
395603,stage6,2023-10-15 - 12:23,stage7
395603,stage7,2023-10-12 - 15:20,stage8
395650,stage1,2023-07-15 - 14:24,stage2
395650,stage2,2023-07-28 - 07:37,stage3
395650,stage3,2023-08-28 - 14:37,Rejected
395650,stage1,2023-10-13 - 12:52,stage2
395650,stage2,2023-10-20 - 14:59,stage3
395650,stage3,2023-08-23 - 16:01,stage4
395873,stage1,2023-04-27 - 23:07,stage2
395873,stage2,2023-06-18 - 10:59,stage3
395873,stage3,2023-05-31 - 17:10,stage4
395873,stage4,2023-06-17 - 12:27,Rejected
395873,stage1,2023-08-05 - 16:14,stage2
395873,stage2,2023-08-16 - 16:25,stage3
395873,stage3,2023-08-11 - 17:20,stage4
395873,stage4,2023-10-03 - 22:42,Rejected
395873,stage1,2023-09-14 - 12:23,stage2
395873,stage2,2023-08-31 - 13:09,Rejected
395873,stage1,2023-10-16 - 12:55,stage2
395873,stage2,2023-09-04 - 13:13,stage3
395873,stage3,2023-10-17 - 13:56,stage4
395873,stage4,2023-11-15 - 16:54,stage5
395873,stage5,2023-11-13 - 16:52,stage6
396051,stage1,2023-10-01 - 15:40,stage2
396051,stage2,2023-10-17 - 09:25,Rejected
396051,stage1,2023-10-30 - 09:38,stage2
396051,stage2,2023-10-12 - 15:20,Rejected
396051,stage1,2023-11-10 - 15:49,stage2
396051,stage2,2023-11-02 - 12:41,Rejected
396051,stage1,2023-10-03 - 14:11,stage2
396051,stage2,2023-10-05 - 11:13,Rejected
396051,stage1,2023-10-27 - 11:35,stage2
396051,stage2,2023-10-30 - 11:38,stage3
396051,stage3,2023-10-30 - 14:38,stage4
396538,stage1,2023-10-06 - 09:14,stage2
396538,stage2,2023-10-14 - 09:22,Rejected
396538,stage1,2023-11-11 - 09:50,stage2
396538,stage2,2023-11-16 - 09:55,Rejected
396538,stage1,2023-10-24 - 13:32,stage2
396538,stage2,2023-10-28 - 13:36,Rejected
396538,stage1,2023-10-07 - 14:15,stage2
396538,stage2,2023-10-08 - 14:16,stage3
396556,stage1,2023-05-24 - 15:03,stage2
396556,stage2,2023-08-07 - 08:47,Rejected
396556,stage1,2023-08-04 - 11:44,stage2
396556,stage2,2023-07-14 - 12:23,stage3
396556,stage3,2023-08-13 - 09:22,Rejected
396556,stage1,2023-08-23 - 11:01,stage2
396556,stage2,2023-10-20 - 11:59,stage3
396556,stage3,2023-10-08 - 11:47,stage4
396556,stage4,2023-09-14 - 09:23,stage5
396556,stage5,2023-10-18 - 19:26,Rejected
396556,stage1,2023-10-08 - 15:16,stage2
396556,stage2,2023-11-06 - 07:45,stage3
396556,stage3,2023-11-20 - 07:59,stage4
396556,stage4,2023-10-19 - 12:27,stage5
396556,stage5,2023-10-15 - 17:23,stage6
396556,stage6,2023-11-19 - 14:58,stage7
399529,stage1,2023-09-06 - 21:15,stage2
399529,stage2,2023-08-29 - 20:07,stage3
399529,stage3,2023-09-26 - 14:35,stage4
399529,stage4,2023-11-20 - 15:59,Rejected
399748,stage1,2023-07-15 - 12:24,stage2
399748,stage2,2023-07-19 - 12:28,stage3
399748,stage3,2023-07-17 - 13:26,stage4
399748,stage4,2023-07-03 - 08:12,Rejected
399748,stage1,2023-10-18 - 11:57,stage2
399748,stage2,2023-09-16 - 11:25,stage3
399748,stage3,2023-10-14 - 17:53,stage4
399748,stage4,2023-10-17 - 07:25,stage5
399748,stage5,2023-10-20 - 09:28,stage6
399748,stage6,2023-10-13 - 09:21,stage7
399748,stage7,2023-11-19 - 09:58,stage8
399821,stage1,2023-08-08 - 13:48,stage2
399821,stage2,2023-07-10 - 09:19,stage3
399821,stage3,2023-09-11 - 08:51,Rejected
399821,stage1,2023-11-18 - 14:57,stage2
399821,stage2,2023-11-10 - 13:49,Rejected
399821,stage1,2023-10-01 - 10:09,stage2
399821,stage2,2023-11-14 - 13:53,Rejected
399821,stage1,2023-10-27 - 17:35,stage2
399821,stage2,2023-10-22 - 13:30,Rejected
400453,stage1,2023-10-17 - 12:25,stage2
400453,stage2,2023-10-29 - 12:37,stage3
400453,stage3,2023-11-07 - 11:46,Rejected
400453,stage1,2023-11-07 - 13:46,stage2
400453,stage2,2023-11-08 - 13:47,stage3
400453,stage3,2023-11-06 - 13:45,stage4
400497,stage1,2023-06-21 - 15:31,stage2
400497,stage2,2023-07-05 - 12:14,Rejected
400497,stage1,2023-06-27 - 18:06,stage2
400497,stage2,2023-08-03 - 12:43,Rejected
400497,stage1,2023-08-07 - 16:47,stage2
400497,stage2,2023-09-28 - 11:37,Rejected
400497,stage1,2023-09-15 - 07:24,stage2
400497,stage2,2023-10-06 - 16:45,Rejected
400497,stage1,2023-09-19 - 17:28,stage2
400497,stage2,2023-10-10 - 13:49,Rejected
400497,stage1,2023-09-08 - 15:17,stage2
400497,stage2,2023-09-09 - 14:18,stage3
400497,stage3,2023-10-29 - 13:37,Rejected
400497,stage1,2023-09-29 - 07:07,stage2
400507,stage1,2023-08-23 - 14:01,stage2
400507,stage2,2023-10-17 - 18:56,Rejected
400507,stage1,2023-09-23 - 19:32,stage2
400507,stage2,2023-09-26 - 19:35,stage3
400507,stage3,2023-09-20 - 20:29,stage4
400640,stage1,2023-11-20 - 09:59,stage2
400640,stage2,2023-10-27 - 15:35,Rejected
400640,stage1,2023-11-10 - 21:49,stage2
400640,stage2,2023-11-19 - 10:58,Rejected
400640,stage1,2023-09-28 - 13:06,stage2
400640,stage2,2023-10-03 - 14:11,stage3
400640,stage3,2023-11-03 - 16:42,stage4
400804,stage1,2023-06-15 - 22:56,stage2
400804,stage2,2023-05-30 - 09:09,stage3
400804,stage3,2023-08-25 - 12:34,Rejected
400804,stage1,2023-09-03 - 22:43,stage2
400804,stage2,2023-09-19 - 22:28,stage3
400804,stage3,2023-10-21 - 15:29,stage4
400804,stage4,2023-10-29 - 14:37,Rejected
400905,stage1,2023-10-03 - 00:11,stage2
401155,stage1,2023-07-27 - 13:05,stage2
401155,stage2,2023-07-28 - 10:06,Rejected
401155,stage1,2023-08-26 - 10:35,stage2
401155,stage2,2023-08-06 - 14:15,stage3
401155,stage3,2023-08-06 - 10:15,Rejected
401155,stage1,2023-10-15 - 23:54,stage2
401155,stage2,2023-10-15 - 13:23,stage3
401155,stage3,2023-11-06 - 14:45,stage4
401155,stage1,2023-08-14 - 13:54,stage2
401155,stage2,2023-09-09 - 07:49,Rejected
401556,stage1,2023-06-04 - 09:14,stage2
401556,stage2,2023-06-09 - 13:19,stage3
401556,stage3,2023-07-06 - 14:15,Rejected
401556,stage1,2023-09-16 - 09:56,stage2
401556,stage2,2023-08-26 - 11:35,stage3
401556,stage3,2023-08-15 - 10:24,Rejected
401556,stage1,2023-08-27 - 15:36,stage2
401556,stage2,2023-10-05 - 14:44,stage3
401556,stage3,2023-09-05 - 12:14,Rejected
401556,stage1,2023-08-23 - 13:01,stage2
401556,stage2,2023-09-18 - 18:27,Rejected
401556,stage1,2023-10-09 - 18:48,stage2
401556,stage2,2023-09-30 - 22:39,stage3
401556,stage3,2023-08-29 - 13:07,Rejected
401556,stage1,2023-09-13 - 13:22,stage2
401556,stage2,2023-09-20 - 13:29,stage3
401556,stage3,2023-10-20 - 13:59,stage4
401556,stage4,2023-11-09 - 15:48,stage5
401556,stage5,2023-10-18 - 17:26,stage6
401556,stage6,2023-10-02 - 16:10,stage7
401556,stage7,2023-10-06 - 15:14,stage8
402172,stage1,2023-09-03 - 23:12,stage2
402172,stage2,2023-09-12 - 09:21,stage3
402172,stage3,2023-08-25 - 12:03,stage4
402297,stage1,2023-10-03 - 13:42,stage2
402299,stage1,2023-08-28 - 11:37,stage2
402299,stage2,2023-07-30 - 21:08,stage3
402299,stage3,2023-07-24 - 21:02,Rejected
402299,stage1,2023-10-08 - 20:47,stage2
402299,stage2,2023-10-01 - 08:40,stage3
402299,stage3,2023-08-24 - 10:02,stage4
402299,stage4,2023-10-08 - 00:16,stage5
402299,stage5,2023-11-02 - 11:41,Rejected
402299,stage1,2023-10-07 - 12:15,stage2
402299,stage2,2023-10-07 - 12:15,stage3
402299,stage3,2023-11-05 - 11:44,stage4
402523,stage1,2023-07-21 - 11:30,stage2
402523,stage2,2023-10-11 - 10:50,Rejected
402523,stage1,2023-10-13 - 08:52,stage2
402523,stage2,2023-10-11 - 09:50,Rejected
402523,stage1,2023-11-03 - 16:42,stage2
402523,stage2,2023-09-25 - 10:03,Rejected
402523,stage1,2023-10-11 - 12:19,stage2
402523,stage2,2023-11-05 - 09:44,Rejected
402523,stage1,2023-10-22 - 20:30,stage2
402523,stage1,2023-07-21 - 11:30,stage2
402523,stage2,2023-10-09 - 10:48,Rejected
402523,stage1,2023-10-12 - 08:51,stage2
402523,stage2,2023-10-10 - 09:49,Rejected
402523,stage1,2023-08-24 - 18:02,stage2
402523,stage2,2023-11-20 - 13:59,stage3
402543,stage1,2023-05-01 - 10:11,stage2
402543,stage2,2023-05-29 - 08:08,Rejected
402543,stage1,2023-07-30 - 08:39,stage2
402543,stage2,2023-07-30 - 10:39,stage3
402543,stage3,2023-07-24 - 16:33,stage4
402543,stage4,2023-08-07 - 09:47,Rejected
402543,stage1,2023-09-15 - 09:55,stage2
402543,stage2,2023-09-03 - 12:12,Rejected
402543,stage1,2023-10-10 - 12:49,stage2
402543,stage2,2023-10-09 - 13:48,stage3
402543,stage3,2023-10-18 - 13:57,stage4
402543,stage4,2023-10-13 - 14:21,Rejected
402543,stage1,2023-11-01 - 07:40,stage2
402543,stage2,2023-09-24 - 12:02,stage3
402543,stage3,2023-10-29 - 15:37,Rejected
402543,stage1,2023-10-02 - 09:10,stage2
402543,stage2,2023-10-21 - 09:29,Rejected
402543,stage1,2023-10-29 - 09:37,stage2
402543,stage2,2023-09-22 - 11:00,Rejected
402543,stage1,2023-09-30 - 11:08,stage2
402543,stage2,2023-10-03 - 11:11,Rejected
402543,stage1,2023-10-06 - 12:14,stage2
402543,stage2,2023-10-16 - 10:24,stage3
402543,stage3,2023-11-08 - 10:47,stage4
402543,stage4,2023-11-15 - 06:54,stage5
402543,stage5,2023-10-30 - 11:38,stage6
402566,stage1,2023-07-18 - 10:58,stage2
402566,stage2,2023-07-25 - 13:03,Rejected
402566,stage1,2023-09-02 - 15:11,stage2
402566,stage2,2023-10-16 - 12:55,Rejected
402566,stage1,2023-08-25 - 15:03,stage2
402566,stage2,2023-10-13 - 07:52,stage3
402605,stage1,2023-11-04 - 19:43,stage2
402605,stage2,2023-10-05 - 10:13,stage3
403189,stage1,2023-09-22 - 09:31,stage2
403189,stage2,2023-09-09 - 10:18,stage3
403274,stage1,2023-12-19 - 01:58,stage2
403274,stage1,2023-10-31 - 02:09,stage2
403416,stage1,2023-11-09 - 15:48,stage2
403416,stage2,2023-10-16 - 09:24,Rejected
403664,stage1,2023-05-28 - 09:38,stage2
403664,stage2,2023-07-06 - 11:46,stage3
403664,stage3,2023-07-07 - 16:16,stage4
403664,stage4,2023-08-06 - 09:46,Rejected
403664,stage1,2023-08-24 - 09:02,stage2
403664,stage2,2023-10-11 - 14:50,stage3
403664,stage3,2023-10-06 - 14:45,Rejected
403833,stage1,2023-10-25 - 21:33,stage2
403833,stage2,2023-11-03 - 14:42,stage3
403833,stage3,2023-11-02 - 23:41,Rejected
403904,stage1,2023-10-12 - 13:51,stage2
403904,stage2,2023-11-18 - 10:57,Rejected
403904,stage1,2023-10-12 - 10:20,stage2
403906,stage1,2023-11-12 - 12:51,stage2
403906,stage2,2023-10-29 - 14:37,stage3
403906,stage3,2023-09-22 - 15:00,stage4
403933,stage1,2023-09-28 - 11:37,stage2
403933,stage2,2023-10-04 - 11:43,stage3
403933,stage3,2023-09-05 - 12:14,stage4
403933,stage4,2023-09-08 - 10:17,Rejected
403933,stage1,2023-09-06 - 11:15,stage2
403933,stage2,2023-09-21 - 11:30,stage3
403933,stage3,2023-09-27 - 11:36,stage4
403933,stage4,2023-10-27 - 19:35,stage5
403933,stage5,2023-10-08 - 14:16,stage6
403933,stage6,2023-10-16 - 16:24,stage7
403933,stage7,2023-10-09 - 16:17,stage8
404732,stage1,2023-10-02 - 13:41,stage2
404732,stage2,2023-10-14 - 01:53,stage3
404732,stage3,2023-10-12 - 22:51,stage4
404732,stage4,2023-10-13 - 16:21,stage5
404733,stage1,2023-09-18 - 19:58,stage2
404733,stage2,2023-10-04 - 09:43,Rejected
404736,stage1,2023-09-26 - 09:35,stage2
404736,stage2,2023-09-29 - 09:38,Rejected
404736,stage1,2023-10-08 - 19:47,stage2
404736,stage2,2023-09-30 - 10:39,Rejected
404736,stage1,2023-09-29 - 20:07,stage2
404736,stage2,2023-10-24 - 15:32,Rejected
404736,stage1,2023-11-07 - 17:46,stage2
404736,stage2,2023-11-08 - 11:47,Rejected
404736,stage1,2023-11-04 - 14:43,stage2
404736,stage2,2023-11-14 - 14:53,Rejected
404736,stage1,2023-09-26 - 20:04,stage2
404736,stage2,2023-11-03 - 10:42,stage3
404736,stage3,2023-11-16 - 17:55,stage4
404736,stage4,2023-11-09 - 12:48,stage5
405690,stage1,2023-11-06 - 16:45,stage2
405690,stage2,2023-11-10 - 16:49,stage3
405690,stage3,2023-10-15 - 12:23,stage4
405702,stage1,2023-10-07 - 11:46,stage2
405702,stage2,2023-11-09 - 12:48,stage3
405702,stage3,2023-09-25 - 13:03,stage4
406382,stage1,2023-09-23 - 18:01,stage2
406623,stage1,2023-08-11 - 12:51,stage2
406623,stage2,2023-07-10 - 12:19,stage3
406623,stage3,2023-09-23 - 11:32,stage4
406623,stage4,2023-09-11 - 09:20,Rejected
406623,stage1,2023-09-25 - 14:03,stage2
406623,stage2,2023-10-28 - 19:36,stage3
406623,stage3,2023-11-09 - 12:48,stage4
406783,stage1,2023-06-21 - 08:31,stage2
406783,stage2,2023-07-01 - 10:41,stage3
406783,stage3,2023-09-10 - 08:50,Rejected
406783,stage1,2023-07-26 - 09:04,stage2
406783,stage2,2023-08-15 - 11:24,Rejected
406783,stage1,2023-07-25 - 22:03,stage2
406783,stage2,2023-08-01 - 11:10,Rejected
406783,stage1,2023-08-02 - 11:11,stage2
406783,stage2,2023-08-16 - 11:25,Rejected
406783,stage1,2023-06-02 - 14:12,stage2
406783,stage2,2023-07-01 - 10:41,stage3
406783,stage3,2023-09-09 - 08:49,Rejected
406783,stage1,2023-09-30 - 11:39,stage2
406783,stage2,2023-08-29 - 12:07,stage3
406783,stage3,2023-09-13 - 11:22,stage4
406783,stage4,2023-10-28 - 13:36,Rejected
406783,stage1,2023-10-04 - 10:12,stage2
406783,stage2,2023-11-05 - 13:44,stage3
406783,stage3,2023-09-27 - 15:05,stage4
406783,stage4,2023-10-25 - 08:33,stage5
406783,stage5,2023-09-24 - 15:02,Rejected
406901,stage1,2023-09-25 - 12:03,stage2
406901,stage2,2023-11-02 - 13:41,stage3
406901,stage3,2023-10-30 - 13:38,Rejected
406901,stage1,2023-10-26 - 13:34,stage2
406901,stage2,2023-10-29 - 13:37,stage3
406901,stage3,2023-10-28 - 15:36,Rejected
406901,stage1,2023-09-27 - 10:05,stage2
406901,stage2,2023-10-22 - 10:30,stage3
406927,stage1,2023-11-11 - 09:50,stage2
406927,stage2,2023-11-11 - 10:50,stage3
406927,stage3,2023-11-09 - 11:48,Rejected
406927,stage1,2023-10-26 - 13:34,stage2
406927,stage2,2023-09-22 - 11:00,Rejected
408254,stage1,2023-07-27 - 07:36,stage2
408254,stage2,2023-07-30 - 12:39,stage3
408254,stage3,2023-07-23 - 21:01,Rejected
408254,stage1,2023-05-26 - 07:05,stage2
408254,stage2,2023-07-17 - 10:26,stage3
408254,stage3,2023-07-22 - 21:00,Rejected
408254,stage1,2023-09-15 - 18:24,stage2
408254,stage2,2023-09-30 - 08:39,Rejected
408254,stage1,2023-10-04 - 19:43,stage2
408254,stage2,2023-08-23 - 09:01,stage3
408254,stage3,2023-09-13 - 22:22,stage4
408254,stage4,2023-10-27 - 15:35,stage5
408254,stage5,2023-10-20 - 11:28,Rejected
408254,stage1,2023-10-15 - 12:23,stage2
408254,stage2,2023-09-25 - 14:03,stage3
408254,stage3,2023-11-15 - 21:54,stage4
408927,stage1,2023-07-19 - 17:59,stage2
408927,stage2,2023-07-19 - 11:59,stage3
408927,stage3,2023-07-27 - 12:36,Rejected
408927,stage1,2023-08-05 - 13:45,stage2
408927,stage2,2023-07-26 - 08:35,stage3
408927,stage3,2023-09-25 - 11:34,stage4
408927,stage4,2023-10-05 - 12:13,stage5
408927,stage5,2023-10-12 - 15:20,stage6
